itemNumber,upc,mfgModelNumber,quantity,allocated,onSale,price,currentPrice,retailMap
ATIGOMX300MP4,819644025627,ATIGOMX300MP4,0,True,False,354.95,354.95,0.0
CN8100001204,691328233777,810-00012-04,14,False,False,51.25,51.25,64.99
WCACPCP45A,810025501846,ACP-CP-45A,0,True,False,2489.2,2489.2,3370.0
WCEDCXCPR9A,811826028471,EDCX-CPR-9A,0,True,False,2468.86,2468.86,3195.0
SISOW63111,798681665181,SOW63111,15,False,True,609.99,573.39,799.99
MRBFR444M,761226028536,BFR444M,0,True,False,1082.5,1082.5,0.0
WI511252291,048702018725,511252291,0,False,False,869.0,869.0,0.0
DB300P10H50B8-R,815875019190,300P10H50B8-R,6,False,False,65.0,65.0,78.0
CN8010628000,696528092544,801-06280-00,7,False,False,2126.99,2126.99,2399.99
FP12063,810065120632,12063,19,False,True,400.0,325.0,0.0
CN8010630800,840290501517,801-06307-00,0,False,False,2037.99,2037.99,2299.99
WBVAP7M8RR4O,747115436538,VAP7M8RR4O,3,False,False,655.11,655.11,0.0
HK81000823,642230265585,81000823,2,False,False,629.0,629.0,749.0
BYSX68300ORNPEP,810042111561,SX68300_ORN_PEPPER,0,False,True,333.49,293.49,459.99
BYSX68300BLKKIN,810042111530,SX68300_BLK_KINETIC,2,False,True,333.49,293.49,459.99
BYSK68300TNGKIN,810042110908,SK68300_TNG_KINETIC,7,False,True,289.99,259.99,399.99
HESRR22C4,727962708347,SRR22C4,7,False,False,182.51,182.51,0.0
BNBT500003ABGUS,840225709179,BT-500003-AB-G,13,False,False,2047.0,2047.0,2450.0
GLMF17015B,764503914225,MF17015B,0,False,False,19.2,19.2,0.0
SISOK6K105,798681659210,SOK6K105,35,False,True,989.99,930.59,1299.99
FN46-100171,845737015084,46-100171,0,True,False,8769.0,8769.0,10299.0
CN8011300600,840290501357,801-13006-00,8,False,False,2771.99,2771.99,3299.99
TI1911VOL,723551443255,10100515,2,False,False,501.69,501.69,579.99
KRKV45-CCG20,810237026151,KV45-CCG20,1,False,False,1510.42,1510.42,1929.99
FN66-101650,845737016807,66-101650,6,False,False,794.0,794.0,929.0
LSHHERA65CTAN,682146879742,HHERA65CTAN,3,False,False,596.74,596.74,0.0
SM13518,022188888317,13518,1,False,False,1243.0,1243.0,1399.0
RUAMCFSA1SHSLED,736676909872,90987,0,False,False,14.39,14.39,0.0
FN20-100719,845737016081,20-100719,0,True,False,42.0,42.0,59.99
SS-1046,810013431964,SS-1046,0,False,False,695.2,695.2,869.0
TDCR5-841104421,040589029665,CR5-841104421,0,False,False,540.08,540.08,0.0
CN8011300900,840290501388,801-13009-00,8,False,False,2771.99,2771.99,3299.99
DB556C10M50B8-R,815875019176,556C10M50B8-R,6,False,False,65.0,65.0,78.0
BTRP22181WDEN16,754908315406,RP22181WD-EN16,10,False,False,277.57,277.57,0.0
BU200530,000381005304,200530,10,False,True,297.89,255.64,400.0
EOEXPS3-2,672294600343,EXPS3-2,0,False,False,613.98,613.98,749.0
FN66-100383,845737009144,66-100383,1,False,False,794.0,794.0,929.0
HK227710S,642230244269,227710S,0,False,False,32.0,32.0,0.0
HERR22MB9AS,727962500439,RR22MB9AS,3,False,False,176.18,176.18,0.0
HK207339S,642230243958,207339S,3,False,False,32.0,32.0,0.0
HNGB-CSM,619835400000,GB-CSM,0,False,False,27.18,27.18,0.0
GT12235,609224346767,12235,0,False,False,38.82,38.82,0.0
HERR22B16-HBR,727962703786,RR22B16-HBR,15,False,False,149.33,149.33,0.0
GT88909,609728889098,12156,0,False,False,78.65,78.65,0.0
PMCAR-A2,708279007330,CAR-A2,4,False,False,15.18,15.18,0.0
EOEXPS2-2,672294600268,EXPS2-2,2,False,False,512.71,512.71,645.0
RI51416-MA,4806015515036,51416-MA,3,False,False,394.13,394.13,0.0
RUAMER-L/A-RTM,736676904358,90435,11,False,False,24.77,24.77,0.0
RU4BHM/5BHM,736676904112,90411,3,False,False,48.41,48.41,0.0
RU5B30/6B30,736676904075,90407,19,False,False,48.41,48.41,0.0
LSHMA70222+,682146394108,HMA70222+,0,False,False,433.7,433.7,0.0
LSHMA70223+,682146394115,HMA70223+,0,False,False,433.7,433.7,0.0
LSHMA70622+,682146390032,HMA70622+,0,False,False,433.7,433.7,0.0
LWICA5R5ODG16,854026005477,ICA5R5ODG16,1,False,False,2305.43,2305.43,2848.0
MB50136,015813501361,50136,0,False,False,349.43,349.43,0.0
MRDE50PC,761226022985,DE50PC,0,True,False,1854.54,1854.54,0.0
EOG45STS,672294300465,G45.STS,0,False,False,532.97,532.97,659.0
EOXPS2-0GREY,672294600671,XPS2-0GREY,3,False,False,474.34,474.34,599.0
GLMF31015,764503310157,MF31015,13,False,False,19.2,19.2,0.0
BM00-20005-BLK,604206200297,00-20005-BLK,0,False,False,230.48,230.48,265.05
FN56489,845737007041,56489,6,False,False,50.0,50.0,69.99
BGB14S521CF,043125015993,B14S521CF,13,False,False,1208.48,1208.48,1399.99
DAWV211,810042342958,WV211,13,False,False,99.0,99.0,0.0
BEJ40AN88,082442948676,J40AN88,0,False,False,1500.0,1500.0,1749.0
BEJRTXRSV315,082442946078,JRTXRSV315,0,False,False,1380.0,1380.0,1649.0
BEJRTXRSV370,082442946146,JRTXRSV370,0,False,False,1380.0,1380.0,1649.0
HEBK22B2-GLD,727962707135,BK22B2-GLD,0,False,False,126.93,126.93,0.0
GL65280,764503050381,65280,0,False,False,19.2,19.2,0.0
IWJ941FS910,818004020081,J941FS910,0,False,False,499.0,499.0,549.99
KACM4543,602686127318,CM4543,0,False,False,347.26,347.26,0.0
KACM9093,602686067317,CM9093,0,False,False,347.26,347.26,0.0
KACT3833,602686177313,CT3833,7,False,True,300.39,295.39,0.0
KACW9093,602686047319,CW9093,0,False,False,336.61,336.61,0.0
IWXFD1610,856183006069,XFD1610,0,False,False,1586.0,1586.0,1749.99
HNH011C,619835110039,H011C,0,True,False,1983.7,1983.7,0.0
HNH005S,619835015013,H005S,0,False,False,230.43,230.43,0.0
HNH006CS,619835060327,H006CS,0,True,False,814.13,814.13,0.0
HP4095TSDD,752334600059,4095TSDD,39,False,True,307.61,277.61,0.0
KAKP38233N,602686168595,KP38233N,1,False,False,564.57,564.57,0.0
GLMF10023,764503100239,MF10023,0,False,False,19.2,19.2,0.0
SVIMPP6.5CR,011356576606,57660,1,False,False,1115.42,1115.42,0.0
HNH009GL,619835090119,H009GL,0,True,False,755.43,755.43,0.0
HNH009GAW,619835090096,H009GAW,0,True,False,873.91,873.91,0.0
FN20-100039,845737008505,20-100039,1,False,False,218.0,218.0,279.0
LSKIRAFMX5-12,682146858907,KIRAFMX5-12,0,False,False,411.96,411.96,0.0
LSKIRFT5MBL-20,682146859034,KIRFT5MBL-20,0,False,False,314.13,314.13,0.0
WV49303,076683493033,49303,0,False,False,20.51,20.51,0.0
WV48330,076683483300,48330,5,False,False,16.93,16.93,0.0
WV49048,076683490483,49048,0,False,False,12.76,12.76,0.0
TAG39SSB15,725327625759,1-G3B949-15,13,False,False,244.9297,244.9297,0.0
WV48347,076683483478,48347,0,False,False,11.15,11.15,0.0
HK81000225,642230261952,81000225,4,False,False,629.0,629.0,749.0
FN36-100632,845737013721,36-100632,6,False,False,1404.0,1404.0,1634.0
CZ11175,806703111759,11175,14,False,False,66.07,66.07,0.0
SFXDSG93345BCT,706397955069,XDSG93345BCT,0,True,False,439.0,439.0,0.0
BR035-538299,023614849513,035538299,0,True,False,1979.0,1979.0,2329.99
BR035-555227,023614852711,035555227,0,False,False,1209.0,1209.0,1429.99
TS85612,713780856124,85612,0,False,False,630.43,630.43,0.0
TS85602,713780856025,85602,0,False,False,586.94,586.94,0.0
DB1731B071,810035754157,DB1731B071,0,False,False,747.0,747.0,897.0
BNBT-450095,840225704839,BT-450095,0,False,False,80.9,80.9,118.0
DB1912K001,810035754669,DB1912K001,0,True,False,543.0,543.0,652.0
PMDRM-A44,708279015168,DRM-A44,8,False,False,65.11,65.11,0.0
MB85150,015813851503,85150,0,True,False,857.09,857.09,0.0
HK81000037,642230261563,81000037,1,False,False,679.0,679.0,799.0
TDRS72000840,040589028521,RS72000840,3,False,False,233.75,233.75,0.0
GT3013332,022188885903,3013332,0,False,False,3.75,3.75,0.0
WCCQBLRCAAB,874218004279,CQBLR-CA ALL BLACK,0,True,False,2955.68,2955.68,3825.0
SV110V223,011356570666,57066,0,False,False,642.73,642.73,0.0
SV220TURKEY,011356573834,57383,0,False,False,587.06,587.06,0.0
SV93BTVS-AT,062654947254,94725,0,True,False,448.39,448.39,0.0
SV93FVTLSR-AT,062654932175,93217,0,False,False,292.52,292.52,0.0
TA358000601,725327901174,358-0006-01,0,False,False,25.9764,25.9764,0.0
SVB22FV,062654702013,70201,20,False,False,262.15,262.15,0.0
SVAXG2XPBU223,011356572745,57274,0,True,False,389.69,389.69,0.0
SVMARKIFVT-AT,062654289002,28900,0,False,False,406.89,406.89,0.0
SM11522,022188869156,11522,11,False,False,502.0,502.0,0.0
SM130511,022188305111,130511,0,False,False,1232.0,1232.0,0.0
SV110AHMG6.5CR,011356573377,57337,5,False,False,587.06,587.06,0.0
SU132452,084871324526,SOCOM762-MINI2-BK,8,False,False,935.2,935.2,1169.0
CD930.207,8053800941129,930.207,0,False,False,462.46,462.46,0.0
RE25793,810070680664,R25793,0,False,False,867.3,867.3,0.0
PMAK-A5,708279007309,AK-A5,9,False,False,10.88,10.88,0.0
PMDRM-A33,708279014833,DRM-A33,12,False,False,60.08,60.08,0.0
PMGLK11,708279013546,GLK 11,2,False,False,17.13,17.13,0.0
SUUE-SR07-TN,084871323833,UE-SR07-TN,15,False,False,100.1,100.1,143.0
HK81000056,642230261211,81000056,1,False,False,769.0,769.0,899.0
HK81000044,642230261174,81000044,1,False,False,769.0,769.0,899.0
FP12011,810065120113,12011,6,False,True,63.0,58.0,0.0
HK81000594,642230262140,81000594,5,False,False,829.0,829.0,989.0
BEJ42CK10,082442948201,J42CK10,0,False,False,1740.0,1740.0,2119.0
MB50355,015813503556,50355,0,False,False,393.11,393.11,0.0
WCTR-GTP,811826024367,TR-GTP,8,False,False,10.54,10.54,13.5
BST22M-1,810083201504,BST22M,0,False,False,233.7,233.7,0.0
HK81000118,642230259706,81000118,0,False,False,709.0,709.0,849.0
HK81000125,642230260658,81000125,5,False,False,629.0,629.0,749.0
HK81000020,642230261372,81000020,0,False,False,629.0,629.0,749.0
HNBB-RSM,619835600011,BB-RSM,2,False,False,27.18,27.18,0.0
HK81000241,642230260405,81000241,1,False,False,629.0,629.0,749.0
HK81000114,642230260573,81000114,7,False,False,709.0,709.0,849.0
SVMARKIIBRJ,062654257353,25735,3,False,False,444.34,444.34,0.0
BEJRTXRT319,082442941042,JRTXRT319,0,False,False,920.0,920.0,1099.0
BEJRTXU316CA,082442933702,JRTXU316CA,6,False,False,1300.0,1300.0,1599.0
IWTS12G-LH,818004022733,TS12G-LH,1,False,False,1120.0,1120.0,1288.99
AOT1SB,602686271004,T1SB,0,False,False,1721.39,1721.39,0.0
IWGAP28SB,818004021385,GAP28SB,0,True,False,1544.0,1544.0,1775.99
WN1TM,656813001101,1TM,4,False,False,42.85,42.85,63.99
BR051-890490,023614850953,051890490,2,False,False,499.0,499.0,0.0
BR011-706204,023614997573,011706204,0,False,False,1669.0,1669.0,0.0
FN20-100478,845737012267,20-100478,1,False,False,64.0,64.0,79.99
PMCOL-A22B,708279012686,COL-A22B,0,False,False,12.38,12.38,0.0
SUDS00,084871323840,DS00,34,False,False,85.4,85.4,122.0
PMGLK-A9B,708279013607,GLK-A9B,31,False,False,12.71,12.71,0.0
SFBAW92265CMCFD,706397939410,BAW92265CMCFD,0,True,False,2010.0,2010.0,0.0
BL410577BK-R,604544671117,410577BK-R,11,False,False,31.54,31.54,0.0
HNH009G,619835090089,H009G,0,True,False,741.3,741.3,0.0
BEJRTXB431R10,082442942872,JRTXB431R10,0,False,False,770.0,770.0,919.0
TA942MB2,725327618584,2-942M021,0,True,False,290.5945,290.5945,0.0
RI56057,812285021324,56057,0,False,False,23.0,23.0,0.0
RI380-797,812285021317,380.797,0,False,False,21.91,21.91,0.0
BSBP380MCC-1,810083200149,BP380MCC,0,False,False,255.43,255.43,0.0
BSBP9DECC-1,810083202174,BP9DECC,8,False,True,255.43,250.43,0.0
CN8100004301,691328235344,810-00043-01,30,False,True,111.99,96.99,159.99
WBMBC20N300WR8B,747115448456,MBC20N300WR8B,0,False,False,2165.59,2165.59,2599.0
AITIMNOXL125X,658175120407,TIMNOXL125X,0,False,False,584.78,584.78,699.0
ATINSGLOLF,819644023050,ATINSGLOLF,2,False,False,47.95,47.95,0.0
PF01646,847313016461,01646,2,False,False,1344.0,1344.0,1519.0
PF01581,847313015815,01581,1,False,False,2307.0,2307.0,2607.0
WBVWC243NR0O,747115437191,VWC243NR0O,0,False,False,745.65,745.65,0.0
WBVWC65CMR0O,747115437207,VWC65CMR0O,2,False,False,745.65,745.65,0.0
WBVGY65CMR4O,747115445738,VGY65CMR4O,1,False,True,559.24,529.24,0.0
FN66-100782,845737012144,66-100782,20,False,False,794.0,794.0,929.0
SFSTV916556BLB5,706397935924,STV916556BLC-B5,0,False,False,890.0,890.0,0.0
LSKAR41026Y,682146860078,KAR41026Y,0,False,False,357.61,357.61,0.0
RGOF003,859383006372,OF003,8,False,False,49.5,49.5,0.0
SI8900326,798681637980,8900326,11,False,False,51.0,51.0,0.0
PF00910,847313009104,00910,2,False,False,1792.0,1792.0,2025.0
PF01143,847313011435,01143,2,False,False,1792.0,1792.0,2025.0
CZ11123,806703111230,11123,0,False,False,38.05,38.05,0.0
TS38128,713780381282,38128,3,False,False,847.82,847.82,0.0
HK81000590,642230261945,81000590,6,False,True,679.0,629.0,0.0
SV55264,011356552648,55264,0,False,False,33.96,33.96,0.0
WCTR-LPGB,811826021953,TR-LPGB,5,False,False,27.28,27.28,34.95
MB81046,015813810463,81046,3,False,False,635.78,635.78,0.0
MB85213,015813852135,85213,0,False,False,522.21,522.21,0.0
MB85270,015813852708,85270,0,False,False,597.92,597.92,0.0
LSKIRABS-20,682146858983,KIRABS-20,0,False,False,325.0,325.0,0.0
FN66-100816,845737012809,66-100816,1,False,False,539.0,539.0,629.0
MB75477,884110754776,75477,7,False,False,568.8,568.8,0.0
WV49307,076683493071,49307,0,False,False,20.51,20.51,0.0
WV49302,076683493026,49302,0,False,False,20.51,20.51,0.0
WV99487,604544630848,99487,0,False,False,29.0,29.0,0.0
WV48339,076683483393,48339,0,False,False,11.59,11.59,0.0
WV49311,076683001238,49311,0,False,False,22.11,22.11,0.0
HP4595TSRDCT,752334401137,4595TSRDCT,13,False,False,345.65,345.65,0.0
WV99690,076683996909,99690,0,False,False,40.17,40.17,0.0
BH613944,029757139443,613944,13,False,False,82.57,82.57,0.0
WV99691,076683996916,99691,7,False,False,40.17,40.17,0.0
WV99498,604544630015,99498,16,False,False,37.48,37.48,0.0
CT01-7720,610242009251,01-7720,0,False,False,143.22,143.22,189.95
CT01-00020,610242010110,01-00020,0,False,False,165.48,165.48,249.95
CT01-01780,850013143818,01-01780,0,False,False,156.46,156.46,229.95
CT01-01940,850013143870,01-01940,0,False,False,186.55,186.55,279.95
BHAR71424,029757003157,AR71424,3,False,False,130.66,130.66,0.0
BHRXS100,029757007308,RXS100,0,False,False,82.57,82.57,0.0
CT01-01800,850013143825,01-01800,0,False,False,136.0,136.0,199.95
CT01-01990,850013143689,01-01990,4,False,False,265.97,265.97,399.95
BMF1000755,604206116901,F1000755,0,False,False,12.54,12.54,14.43
WV99502,604544630992,99502,0,False,False,29.0,29.0,0.0
TDR72110847,040589028323,R72110847,6,False,False,245.14,245.14,0.0
CAHG6035-N,787450668560,HG6035-N,1,False,False,1597.83,1597.83,0.0
HK81000231,642230262010,81000231,6,False,False,629.0,629.0,749.0
SVRASCALPNKFVSR,062654138355,13835,4,False,False,165.55,165.55,0.0
SVMARKIIFVT-AT,062654288005,28800,0,False,False,402.85,402.85,0.0
SVMARKII-FSS-AT,062654247002,24700,0,False,False,252.03,252.03,0.0
SM170262,022188702620,170262,0,True,False,1531.0,1531.0,1799.0
SM170269,022188702699,170269,0,True,False,1239.0,1239.0,1489.0
SM11763,022188873597,11763,4,False,False,502.0,502.0,0.0
SM19441,022188127911,19441,5,False,False,30.59,30.59,0.0
SM12466,022188877038,12466,7,False,False,478.0,478.0,0.0
SM11868,022188873573,11868,4,False,False,468.0,468.0,0.0
SV110HC300WIN,011356574206,57420,2,False,False,940.31,940.31,0.0
SV110AHXP7MAG,011356573148,57314,0,False,False,535.44,535.44,0.0
SV110HC308,011356574107,57410,2,False,False,940.31,940.31,0.0
SV110HC7MM08,011356574152,57415,1,False,False,940.31,940.31,0.0
SV110AHXP450BM,011356574930,57493,0,False,False,616.41,616.41,0.0
SM43218,022188200676,432180000,1,False,False,28.24,28.24,0.0
SV110AHMG308WIN,011356573391,57339,2,False,False,587.06,587.06,0.0
SV110AHXP300WIN,011356573155,57315,0,False,False,535.44,535.44,0.0
PMAK-A23,708279014932,AK-A23,15,False,False,12.6,12.6,0.0
RO1P416AS,019962526763,1P416AS,16,False,False,167.0,167.0,229.99
RO1C624AS,019962526862,1C624AS,0,False,False,190.0,190.0,269.99
RO3T18ASIB,019962527364,3T18ASIB,0,False,False,317.0,317.0,449.99
PMCAR-A1,708279007323,CAR-A1,21,False,False,12.0,12.0,0.0
PMBER-A4,708279006579,BER-A4,3,False,False,19.78,19.78,0.0
HK81000733,642230263345,81000733,0,False,False,749.0,749.0,899.0
SV90009,062654900099,90009,20,False,False,20.82,20.82,0.0
HK81000735,642230263369,81000735,0,False,False,749.0,749.0,899.0
WA2858371,723364227097,2858371,3,False,False,540.0,540.0,649.0
BF18066,810021510415,18066,0,True,False,10981.0,10981.0,12867.0
SFST916556BLCB5,706397935917,ST916556BLC-B5,3,False,False,791.0,791.0,0.0
RGOP003,859383006136,OP003,8,False,False,49.5,49.5,0.0
TRCC07C3100002,719307616387,CC07-C-3100002,1,False,False,423.83,423.83,0.0
NONAA-22M-R250,744253003288,NAA-22M-R250,0,True,False,439.72,439.72,0.0
SI8900263,798681638017,8900263,5,False,False,51.0,51.0,0.0
SI8900324,798681638000,8900324,100,False,False,51.0,51.0,0.0
SI8900325,798681637997,8900325,2,False,False,51.0,51.0,0.0
TS38012,713780380124,38012,7,False,False,869.55,869.55,0.0
BR035-540294,023614849773,035540294,1,False,False,1979.0,1979.0,2329.99
HK81000614,642230262317,81000614,18,False,True,749.0,699.0,0.0
HK81000120,642230260634,81000120,0,False,False,709.0,709.0,849.0
CN8010104700,696528088332,801-01047-00,0,False,False,1366.99,1366.99,1549.99
BU200493,000381004932,200493,11,False,False,268.01,268.01,360.0
HNH14-308-MAG,619835601384,H14-308-MAG,0,False,False,34.53,34.53,0.0
HK81000112,642230260566,81000112,3,False,False,709.0,709.0,849.0
CN8010104200,696528088172,801-01042-00,3,False,False,1145.99,1145.99,1299.99
CN8010104300,696528088189,801-01043-00,2,False,False,1145.99,1145.99,1299.99
CN8010104500,696528088202,801-01045-00,1,False,False,1145.99,1145.99,1299.99
KRKV90-PCG20,810237026069,KV90-PCG20,2,False,False,1330.42,1330.42,1699.99
SI229R9BSE,798681406586,229R-9-BSE,3,False,False,879.0,879.0,999.99
BT920441613-TB,754908232307,920441613-TB,0,True,False,704.35,704.35,0.0
TRMGRSD2300005,719307630543,MGRS-D-2300005,3,False,False,3180.8,3180.8,0.0
BSBP9MCC-1,810083202037,BP9MCC,3,False,False,255.43,255.43,0.0
CN8100004201,691328235283,810-00042-01,21,False,True,149.99,129.99,199.99
CAPACN0015,787450714564,PACN0015,0,False,False,51.76,51.76,0.0
BR011-431204,023614849315,011431204,0,True,False,999.0,999.0,1179.99
BR035-540299,023614849766,035540299,9,False,False,1979.0,1979.0,2329.99
TRREAP-60-3,719307802629,REAP-60-3,2,False,False,8316.0,8316.0,9784.0
CN8010612200,691328238079,801-06122-00,5,False,False,1860.99,1860.99,2099.99
BR035-557227,023614853015,035557227,0,False,False,1089.0,1089.0,1279.99
BNBT-20407,840225702231,BT-20407,0,False,False,478.26,478.26,650.0
DB1717K003,810035754553,DB1717K003,17,False,True,549.0,524.0,659.0
BNBT-30105NUS,840225705706,BT-30105-N-US,0,False,False,1898.0,1898.0,2014.0
CZ07406,806703074061,07406,3,False,False,607.17,607.17,0.0
CN8100004300,691328235337,810-00043-00,23,False,True,111.99,96.99,159.99
FN38-100543-2,845737013684,38-100543-2,11,False,False,3894.0,3894.0,4499.0
WBEUP2028PGM,747115436958,EUP2028PGM,0,False,False,590.13,590.13,0.0
BEJ42CJ10,082442948171,J42CJ10,0,False,False,1630.0,1630.0,2019.0
BEJ42CK12,082442948218,J42CK12,0,False,False,1740.0,1740.0,2119.0
LSKAR1228BRZ,682146892000,KAR1228BRZ,0,False,False,390.22,390.22,0.0
WC321,874218000943,321,4,False,False,6.99,6.99,8.95
WC69B5,874218002718,69B5,0,False,False,3.86,3.86,4.95
WCTR-BCA-SBN556,810025500757,TR-BCA-SBN-556,6,False,False,140.45,140.45,179.95
WCTR-EBR,874218003753,TR-EBR,0,False,False,25.72,25.72,32.95
SISOK5K705,798681628025,SOK5K705,18,False,True,529.99,498.19,699.99
CZ81565,806703815657,81565,0,False,True,493.83,393.83,0.0
BYCO2330,810042111011,CO2330,28,False,False,13.99,13.99,19.99
PF01752,847313017529,01752,11,False,True,1456.0,1250.0,1645.0
WBMHU05N306SR4T,747115451241,MHU05N306SR4T,3,False,False,1225.0,1225.0,0.0
SV93BRJ-AT,062654927454,92745,0,False,False,464.59,464.59,0.0
SVA22FVSR,062654472411,47241,4,False,False,293.53,293.53,0.0
CTCMR-206,610242006144,CMR-206,0,False,False,164.87,164.87,209.95
DD0212802081055,815604018463,02-128-02081-055,0,False,False,1570.0,1570.0,2013.0
DA307,810042340725,DA307,7,False,False,60.0,60.0,0.0
BU420069,000381200693,420069,10,False,False,30.38,30.38,0.0
CAMA054,787450238480,MA054,0,False,False,87.11,87.11,0.0
CN8010700300,696528087175,801-07003-00,0,False,False,2251.99,2251.99,2599.99
CNCA10299215413,810651028519,CA10299-215413,1,False,False,1771.99,1771.99,1999.99
CN8010602100,810651029967,801-06021-00,4,False,False,1860.99,1860.99,2099.99
CN8010301700,696528086970,801-03017-00,5,False,False,2214.99,2214.99,2499.99
CN8010400300,696528087182,801-04003-00,0,False,False,2251.99,2251.99,2599.99
CZ01845,806703018454,01845,0,True,False,1499.83,1499.83,0.0
CN8010300902,696528086437,801-03009-02,0,False,False,2126.99,2126.99,2399.99
WI512395291,048702018350,512395291,27,False,True,339.0,309.0,0.0
WI511250292,048702018213,511250292,0,False,False,879.0,879.0,0.0
WI512251691,048702004735,512251691,8,False,False,309.0,309.0,0.0
WI512297693,048702017711,512297693,0,False,False,389.0,389.0,0.0
SV110EP338LAP,011356575623,57562,8,False,False,1791.55,1791.55,0.0
YHM-4302-28A,816701017007,YHM-4302-28A,0,False,False,63.75,63.75,82.75
YHM-3102-28A,816701012293,YHM-3102-28A,0,False,False,63.75,63.75,82.75
TRGL113C600785,719307212701,GL113-C-600785,8,False,False,105.64,105.64,0.0
TRGL613C600846,719307213975,GL613-C-600846,10,False,False,112.05,112.05,0.0
TRHK610C600895,719307214460,HK610-C-600895,0,False,False,112.05,112.05,0.0
CN8010102400,696528086796,801-01024-00,0,False,False,1145.99,1145.99,1299.99
BEJXF9F20CA,082442885674,JXF9F20CA,3,False,False,540.0,540.0,649.0
BF13316,816715010025,13316,0,True,False,7469.0,7469.0,8633.0
BEJRTXE314C,082442859361,JRTXE314C,0,False,False,650.0,650.0,749.0
MB56420,015813564205,56420,0,False,False,349.43,349.43,0.0
MB62233,015813622332,62233,0,False,False,437.76,437.76,0.0
MB62419,015813624190,62419,0,False,False,474.65,474.65,0.0
MB27890,015813278904,27890,0,False,False,463.97,463.97,0.0
MB28058,015813280587,28058,0,True,False,587.24,587.24,0.0
MB28008,015813280082,28008,1,False,False,370.79,370.79,0.0
MB28053,015813280532,28053,0,False,False,437.76,437.76,0.0
BR031-047226,023614439707,031047226,0,True,False,1099.0,1099.0,1299.99
BTSCJ4510SS,662205985560,SCJ4510SS,0,True,False,600.0,600.0,0.0
BU200261,000381002617,200261,14,False,False,344.97,344.97,450.0
BR035-235224,023614067351,035235224,0,True,False,1239.0,1239.0,1449.99
BEJ686SJ0L,082442915210,J686SJ0L,0,False,False,2099.0,2099.0,2499.0
BEJ40CT12,082442837956,J40CT12,0,False,False,2560.0,2560.0,3099.0
BEJ42XZ16,082442893877,J42XZ16,1,False,False,1620.0,1620.0,1949.0
AITIWST4381A,658175115076,TIWST4381A,7,False,False,1504.35,1504.35,1799.0
BATD357/38,855959001031,BATD357/38,12,False,False,406.91,406.91,0.0
BASS4357/38,855959001611,BASSIV357/38,0,False,False,485.74,485.74,0.0
BEJ40AA88,082442709109,J40AA88,0,False,False,1430.0,1430.0,1699.0
BARR45/410,855959001574,BARR-45/410,0,False,False,570.96,570.96,0.0
BAC2K357/38,855959001901,BAC2K357/38,0,False,False,425.02,425.02,0.0
BAC2K45/410,855959001147,BAC2K45/410,1,False,False,425.02,425.02,0.0
BAMINI45,855959002267,BAM45LC,0,False,False,400.52,400.52,0.0
BARII357/38,855959002618,BARII357/38,0,False,False,570.96,570.96,0.0
TRGL104Y,719307209701,GL104Y,0,False,False,105.64,105.64,0.0
SV320FLDCTMOSGB,011356225634,22563,2,False,False,244.95,244.95,0.0
TRMROC2200030,719307615700,MRO-C-2200030,0,False,False,419.65,419.65,0.0
TRTA11E,719307300088,TA11E,2,False,False,1031.39,1031.39,0.0
CD930.218,8053800941266,930.218,0,False,False,405.79,405.79,0.0
MB28051,015813280518,28051,0,False,False,394.08,394.08,0.0
MB28125,015813281256,28125,0,False,False,449.41,449.41,0.0
IWJ941PSL9-II,818004021422,J941PSL9-II,17,False,False,429.0,429.0,479.99
MB28122,015813281225,28122,0,False,False,667.81,667.81,0.0
BEJ131C11PRO,082442916194,J131C11PRO,0,True,False,1360.0,1360.0,1629.0
BGB14SM659,043125015191,B14SM659,5,False,False,1020.0,1020.0,1199.99
WA2830400,723364213939,2830400,6,False,False,60.0,60.0,0.0
BGB14LM5010,043125015399,B14LM5010,5,False,False,803.8,803.8,949.99
SFXD9402,706397164027,XD9402,4,False,False,457.0,457.0,0.0
MRBFR357MAG7/6,761226089841,BFR357MAG7-6,0,True,False,1082.5,1082.5,0.0
SFSTE916556BLC,706397918880,STE916556BLC,1,False,False,1066.0,1066.0,0.0
SFXDS50071,706397892883,XDS50071,0,False,False,28.24,28.24,0.0
SCAC669,817272011562,AC669,0,False,False,70.85,70.85,92.65
SCAC28,817272010183,AC28,0,False,False,57.85,57.85,75.65
SISRD22X,798681565375,SRD22X,0,False,False,336.0,336.0,399.99
RUH77CR7MM08,736676371402,37140,0,True,False,827.0,827.0,0.0
RUK1022BLT-CSNB,736676311279,31127,0,True,False,721.0,721.0,0.0
RUS411N,736676008070,0807,0,True,False,696.0,696.0,0.0
SCAC114,817272010497,AC114,0,False,False,12.35,12.35,16.15
SVAII3006,011356573735,57373,0,True,False,361.35,361.35,0.0
SVA22BBSB,062654472008,47200,3,False,False,236.85,236.85,0.0
SFXD0923,706397850722,XD0923,0,False,False,20.0,20.0,0.0
BL410761ABKR,604544659603,410761ABKR,0,False,False,38.69,38.69,0.0
SV93R17MING,062654966361,96636,0,False,False,283.41,283.41,0.0
TS33110,713780331102,33110,0,False,False,608.68,608.68,0.0
WA576630,723364213687,576630,6,False,False,30.0,30.0,0.0
WBID22026MAG,747115436644,ID22026MAG,0,False,False,1438.04,1438.04,0.0
TRTA31D100549,719307311770,TA31-D-100549,6,False,False,1483.4,1483.4,0.0
